event_id,lat,lon,timestamp,case_count,region,country,year,month
5992,17.96,102.63,2000-04-01,63,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,4
5993,17.96,102.63,2000-05-01,92,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,5
5994,17.96,102.63,2000-06-01,113,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,6
5995,17.96,102.63,2000-07-01,229,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,7
5996,17.96,102.63,2000-08-01,196,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,8
5997,17.96,102.63,2000-09-01,182,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,9
5998,17.96,102.63,2000-10-01,121,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,10
5999,17.96,102.63,2000-11-01,43,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,11
6000,17.96,102.63,2000-12-01,38,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2000,12
6001,17.96,102.63,2001-01-01,16,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,1
6002,17.96,102.63,2001-02-01,27,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,2
6003,17.96,102.63,2001-03-01,55,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,3
6004,17.96,102.63,2001-04-01,54,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,4
6005,17.96,102.63,2001-05-01,191,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,5
6006,17.96,102.63,2001-06-01,274,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,6
6007,17.96,102.63,2001-07-01,454,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,7
6008,17.96,102.63,2001-08-01,770,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,8
6009,17.96,102.63,2001-09-01,470,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,9
6010,17.96,102.63,2001-10-01,418,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,10
6011,17.96,102.63,2001-11-01,212,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,11
6012,17.96,102.63,2001-12-01,107,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2001,12
6013,17.96,102.63,2002-01-01,33,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,1
6014,17.96,102.63,2002-02-01,13,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,2
6015,17.96,102.63,2002-03-01,20,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,3
6016,17.96,102.63,2002-04-01,36,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,4
6017,17.96,102.63,2002-05-01,85,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,5
6018,17.96,102.63,2002-06-01,149,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,6
6019,17.96,102.63,2002-07-01,572,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,7
6020,17.96,102.63,2002-08-01,545,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,8
6021,17.96,102.63,2002-09-01,364,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,9
6022,17.96,102.63,2002-10-01,418,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,10
6023,17.96,102.63,2002-11-01,187,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,11
6024,17.96,102.63,2002-12-01,84,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2002,12
6025,17.96,102.63,2003-01-01,57,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,1
6026,17.96,102.63,2003-02-01,22,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,2
6027,17.96,102.63,2003-03-01,42,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,3
6028,17.96,102.63,2003-04-01,52,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,4
6029,17.96,102.63,2003-05-01,217,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,5
6030,17.96,102.63,2003-06-01,403,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,6
6031,17.96,102.63,2003-07-01,1352,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,7
6032,17.96,102.63,2003-08-01,937,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,8
6033,17.96,102.63,2003-09-01,584,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,9
6034,17.96,102.63,2003-10-01,405,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,10
6035,17.96,102.63,2003-11-01,194,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,11
6036,17.96,102.63,2003-12-01,55,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2003,12
6037,17.96,102.63,2004-01-01,22,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,1
6038,17.96,102.63,2004-02-01,20,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,2
6039,17.96,102.63,2004-03-01,12,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,3
6040,17.96,102.63,2004-04-01,18,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,4
6041,17.96,102.63,2004-05-01,66,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,5
6042,17.96,102.63,2004-06-01,97,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,6
6043,17.96,102.63,2004-07-01,159,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,7
6044,17.96,102.63,2004-08-01,136,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,8
6045,17.96,102.63,2004-09-01,120,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,9
6046,17.96,102.63,2004-10-01,64,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,10
6047,17.96,102.63,2004-11-01,37,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,11
6048,17.96,102.63,2004-12-01,25,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2004,12
6049,17.96,102.63,2005-01-01,6,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,1
6050,17.96,102.63,2005-02-01,2,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,2
6051,17.96,102.63,2005-03-01,17,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,3
6052,17.96,102.63,2005-04-01,21,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,4
6053,17.96,102.63,2005-05-01,32,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,5
6054,17.96,102.63,2005-06-01,89,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,6
6055,17.96,102.63,2005-07-01,122,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,7
6056,17.96,102.63,2005-08-01,108,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,8
6057,17.96,102.63,2005-09-01,111,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,9
6058,17.96,102.63,2005-10-01,140,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,10
6059,17.96,102.63,2005-11-01,61,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,11
6060,17.96,102.63,2005-12-01,33,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2005,12
6061,17.96,102.63,2006-01-01,16,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,1
6062,17.96,102.63,2006-02-01,22,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,2
6063,17.96,102.63,2006-03-01,6,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,3
6064,17.96,102.63,2006-04-01,23,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,4
6065,17.96,102.63,2006-05-01,88,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,5
6066,17.96,102.63,2006-06-01,269,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,6
6067,17.96,102.63,2006-07-01,506,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,7
6068,17.96,102.63,2006-08-01,407,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,8
6069,17.96,102.63,2006-09-01,299,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,9
6070,17.96,102.63,2006-10-01,426,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,10
6071,17.96,102.63,2006-11-01,234,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,11
6072,17.96,102.63,2006-12-01,233,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2006,12
6073,17.96,102.63,2007-01-01,47,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,1
6074,17.96,102.63,2007-02-01,22,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,2
6075,17.96,102.63,2007-03-01,17,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,3
6076,17.96,102.63,2007-04-01,18,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,4
6077,17.96,102.63,2007-05-01,14,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,5
6078,17.96,102.63,2007-06-01,57,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,6
6079,17.96,102.63,2007-07-01,212,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,7
6080,17.96,102.63,2007-08-01,203,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,8
6081,17.96,102.63,2007-09-01,300,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,9
6082,17.96,102.63,2007-10-01,227,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,10
6083,17.96,102.63,2007-11-01,135,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,11
6084,17.96,102.63,2007-12-01,91,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2007,12
6085,17.96,102.63,2008-01-01,28,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,1
6086,17.96,102.63,2008-02-01,3,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,2
6087,17.96,102.63,2008-03-01,12,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,3
6088,17.96,102.63,2008-04-01,3,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,4
6089,17.96,102.63,2008-05-01,12,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,5
6090,17.96,102.63,2008-06-01,25,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,6
6091,17.96,102.63,2008-07-01,93,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,7
6092,17.96,102.63,2008-08-01,104,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,8
6093,17.96,102.63,2008-09-01,104,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,9
6094,17.96,102.63,2008-10-01,43,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,10
6095,17.96,102.63,2008-11-01,69,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,11
6096,17.96,102.63,2008-12-01,63,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2008,12
6097,17.96,102.63,2009-01-01,28,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,1
6098,17.96,102.63,2009-02-01,7,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,2
6099,17.96,102.63,2009-03-01,10,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,3
6100,17.96,102.63,2009-04-01,14,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,4
6101,17.96,102.63,2009-05-01,29,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,5
6102,17.96,102.63,2009-06-01,73,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,6
6103,17.96,102.63,2009-07-01,271,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,7
6104,17.96,102.63,2009-08-01,313,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,8
6105,17.96,102.63,2009-09-01,403,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,9
6106,17.96,102.63,2009-10-01,444,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,10
6107,17.96,102.63,2009-11-01,423,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,11
6108,17.96,102.63,2009-12-01,268,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2009,12
6109,17.96,102.63,2010-01-01,110,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,1
6110,17.96,102.63,2010-02-01,93,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,2
6111,17.96,102.63,2010-03-01,68,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,3
6112,17.96,102.63,2010-04-01,87,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,4
6113,17.96,102.63,2010-05-01,116,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,5
6114,17.96,102.63,2010-06-01,193,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,6
6115,17.96,102.63,2010-07-01,852,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,7
6116,17.96,102.63,2010-08-01,1291,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,8
6117,17.96,102.63,2010-09-01,1117,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,9
6118,17.96,102.63,2010-10-01,606,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,10
6119,17.96,102.63,2010-11-01,212,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,11
6120,17.96,102.63,2010-12-01,36,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, VIENTIANE CAPITAL [PREFECTURE]",LAO PEOPLE'S DEMOCRATIC REPUBLIC,2010,12
6121,19.23,101.75,1998-01-01,9,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, XAIGNABOULI",LAO PEOPLE'S DEMOCRATIC REPUBLIC,1998,1
6122,19.23,101.75,1998-02-01,0,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, XAIGNABOULI",LAO PEOPLE'S DEMOCRATIC REPUBLIC,1998,2
6123,19.23,101.75,1998-03-01,3,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, XAIGNABOULI",LAO PEOPLE'S DEMOCRATIC REPUBLIC,1998,3
6124,19.23,101.75,1998-04-01,62,"LAO PEOPLE'S DEMOCRATIC REPUBLIC, XAIGNABOULI",LAO PEOPLE'S DEMOCRATIC REPUBLIC,1998,4
